"date","Temperature","Humidity","Light","CO2","HumidityRatio","Occupancy"
"2015-02-08 20:12:59",19.4266666666667,27.5666666666667,0,441.666666666667,0.00384279467770833,0
"2015-02-08 12:42:59",19.79,30,214.75,425,0.00428047379453288,0
"2015-02-08 18:24:59",19.34,27.4725,0,428,0.00380885907409757,0
"2015-02-05 19:45:00",21.2,19.63,0,510,0.00304946649150167,0
"2015-02-06 22:54:59",20,18.89,0,444.5,0.00272380329745947,0
"2015-02-10 06:55:59",20.2675,33.0675,0,451,0.0048642903279587,0
"2015-02-05 23:02:00",20.5,21.26,0,448.333333333333,0.00316401143436801,0
"2015-02-09 20:05:00",20.6,35.09,0,977,0.00527228758037146,0
"2015-02-09 16:36:00",22.1,38.745,447,1993.75,0.00639355727104188,1
"2015-02-05 13:34:59",22.2675,26.1725,567.5,883.5,0.0043489830279959,0
"2015-02-06 02:26:59",20.5,19.34,0,438,0.00287694650987218,0
"2015-02-06 04:08:59",20.5,18.79,0,430.5,0.00279476293984717,0
"2015-02-09 10:45:00",21,32.5675,469,1294,0.0050132034527675,1
"2015-02-05 11:43:00",22.2,27,449.5,1136.5,0.00446893986995333,1
"2015-02-09 19:34:00",20.7,35.59,0,1120,0.00538140895212765,0
"2015-02-10 09:03:00",20.65,34.145,419,532,0.00514509499509892,1
"2015-02-06 11:25:59",21.7,20.6,467.75,825.25,0.00330101160183458,1
"2015-02-06 22:04:00",20.05,18.89,0,438.5,0.00273228804345741,0
"2015-02-09 05:25:59",19.5,26.7,0,466,0.0037383739208854,0
"2015-02-10 02:26:59",20.29,32.9,0,458.5,0.00484624668845129,0
"2015-02-05 17:55:59",22.0666666666667,23.9266666666667,433,863,0.00392479578216467,1
"2015-02-07 04:41:59",19.79,19.3566666666667,0,441.666666666667,0.00275513014598885,0
"2015-02-05 11:53:00",22.2,27.025,444,1114.5,0.00447310753496422,1
"2015-02-10 06:23:59",20.1,33.09,0,444,0.00481706462404567,0
"2015-02-08 05:34:00",19.245,31.55,0,439,0.00435214375543047,0
"2015-02-06 19:38:59",20.39,19.34,0,498,0.00285738735299901,0
"2015-02-05 19:41:59",21.1,19.79,0,517,0.00305553403350672,0
"2015-02-05 14:22:00",22.2,26.945,438,847.5,0.00445977120211573,1
"2015-02-09 05:57:59",19.39,26.79,0,457,0.00372531652116727,0
"2015-02-08 16:59:59",19.4175,27.125,6,420.25,0.00377868312932124,0
"2015-02-09 19:46:59",20.7,35.29,0,1059,0.00533565813525907,0
"2015-02-04 20:45:59",21.6,26.5,0,515,0.00422680303527493,0
"2015-02-09 17:38:00",22.2,38.4333333333333,429.5,1943.5,0.0063807559234737,1
"2015-02-06 05:08:00",20.39,18.65,0,433,0.00275499180153006,0
"2015-02-09 05:39:59",19.5,26.89,0,456,0.00376513761499172,0
"2015-02-05 07:20:00",20.7,22.5,0,451.5,0.00339133538795165,0
"2015-02-09 07:14:59",19.39,25.89,0,469,0.00359944167811953,0
"2015-02-09 07:41:59",19.5,26.245,0,467.5,0.00367429122123116,0
"2015-02-09 17:06:00",22.1,38.975,433,2021.75,0.00643190349201108,1
"2015-02-07 14:12:00",22.55,17.2225,157,440.5,0.00290466671455287,0
"2015-02-05 08:15:00",21.1,23.73,419,615,0.00366744851168384,1
"2015-02-09 02:23:00",19.39,26.8233333333333,0,466,0.00372997952517269,0
"2015-02-08 10:38:59",19.2675,30.55,6,438.75,0.00421921534675402,0
"2015-02-07 15:56:59",21.3233333333333,19.0333333333333,48,440.333333333333,0.00297889488999471,0
"2015-02-09 19:12:00",20.945,36.09,0,1249.5,0.00554134120040385,0
"2015-02-08 22:15:59",19.5,27.65,0,443,0.00387221528973745,0
"2015-02-06 13:19:00",21.29,19.625,483.75,662.5,0.00306564969062438,1
"2015-02-10 03:08:59",20.29,32.9,0,455.5,0.00484624668845129,0
"2015-02-09 02:51:59",19.39,26.6,0,472,0.00369873872535136,0
"2015-02-05 02:45:59",21.05,24.84,0,442.5,0.00382820738326409,0
"2015-02-07 02:05:00",19.89,18.89,0,438.5,0.00270521844389013,0
"2015-02-06 00:23:59",20.1,21.2,0,443,0.0030776179310379,0
"2015-02-10 06:13:00",20.1,33.09,0,451,0.00481706462404567,0
"2015-02-07 15:16:00",21.865,18.175,68,437.5,0.00294023401366207,0
"2015-02-09 17:26:59",22.1,38.7225,426,1984.25,0.00638980626158335,1
"2015-02-05 22:28:59",20.5,20.945,0,458,0.00311689676029087,0
"2015-02-08 00:29:59",19.6,29.7,0,437,0.00418734749897328,0
"2015-02-10 09:30:59",21.1,36.095,433,798.5,0.00559563901834568,1
"2015-02-07 05:58:59",19.7,19.39,0,442,0.00274445412554034,0
"2015-02-05 11:51:59",22.2,27,444,1127.5,0.00446893986995333,1
"2015-02-08 10:08:00",19.29,30.6,24,428.75,0.00423213532126926,0
"2015-02-10 03:34:00",20.2,32.9,0,452.333333333333,0.00481914656360182,0
"2015-02-09 08:13:59",19.5,26.65,0,470.5,0.00373133122398483,0
"2015-02-07 15:08:00",21.9725,18.05,74,440.5,0.00293922969090823,0
"2015-02-05 10:59:59",22.0666666666667,26.4633333333333,474,1051,0.0043438021918476,1
"2015-02-08 05:57:59",19.29,31.6,0,436,0.00437141240440136,0
"2015-02-05 17:41:00",22.175,24.39,433,900.5,0.00402796249402516,1
"2015-02-08 20:23:00",19.39,27.5,0,442,0.00382465353406781,0
"2015-02-06 17:23:00",21.7,21.525,438,883.25,0.003450058799875,1
"2015-02-06 01:30:00",20.39,20.39,0,443,0.0030132710875474,0
"2015-02-06 09:28:00",21.1,21.29,444,786,0.00328835524589222,1
"2015-02-09 01:58:00",19.39,27.1,0,466,0.00376868514089311,0
"2015-02-08 01:19:00",19.5,30.29,0,444.666666666667,0.00424445422300381,0
"2015-02-06 20:08:00",20.39,19.2,0,471,0.00283660872987593,0
"2015-02-08 21:46:00",19.5,27.6,0,454,0.00386516957975751,0
"2015-02-10 03:55:00",20.2,32.9,0,452,0.00481914656360182,0
"2015-02-09 22:01:59",20.5,33.4,0,622,0.00498522296590201,0
"2015-02-09 21:29:59",20.5,33.6266666666667,0,675.666666666667,0.00501932782987423,0
"2015-02-06 06:47:00",20.39,18.6,0,434,0.0027475731380385,0
"2015-02-05 08:57:59",21.5,24.39,454,782.5,0.00386427647734617,1
"2015-02-08 11:41:00",19.1,31,18.5,435,0.00423701385580471,0
"2015-02-05 00:43:59",21.1,25.39,0,457,0.00392561907243717,0
"2015-02-08 13:07:00",20.55,28.7,262,434.25,0.00429219428811953,0
"2015-02-05 05:08:00",20.89,23.6,0,444,0.00360018955042734,0
"2015-02-07 23:19:59",19.7,29,0,432,0.00411364608153483,0
"2015-02-10 06:28:00",20.1,33.09,0,448,0.00481706462404567,0
"2015-02-10 05:57:00",20.1,33.09,0,449,0.00481706462404567,0
"2015-02-10 09:26:00",21.025,35.95,433,763,0.00554710988950315,1
"2015-02-05 07:45:00",20.7675,22.65,411,478,0.00342837076038827,1
"2015-02-08 09:26:00",19.29,30.945,13,430,0.0042801789161897,0
"2015-02-06 20:13:59",20.39,19.1,0,465,0.00282176770226941,0
"2015-02-09 23:19:59",20.39,33,0,530,0.00489145462900984,0
"2015-02-10 04:25:00",20.2,33,0,449,0.0048339082621864,0
"2015-02-06 11:47:00",21.7,20.39,469,788.333333333333,0.00326718375337819,1
"2015-02-09 16:41:59",22.1,38.79,447,1990.8,0.00640105942430457,1
"2015-02-05 14:38:59",22.2225,28.2225,465.25,996.75,0.00467925899457382,1
"2015-02-07 05:42:00",19.79,19.2,0,444,0.00273273303369438,0
"2015-02-09 01:08:00",19.39,27.1,0,462,0.00376868514089311,0
"2015-02-08 00:48:00",19.6,29.89,0,446,0.00421431674237602,0
"2015-02-05 20:29:00",21.2,19.39,0,483.25,0.00301200260918866,0
"2015-02-07 07:13:00",19.7,19.39,0,446.5,0.00274445412554034,0
"2015-02-06 21:40:59",20.2,18.89,0,446,0.0027578820280988,0
"2015-02-07 15:49:59",21.39,18.89,33.5,436.75,0.00296851933813242,0
"2015-02-10 09:29:00",21.05,36.0975,433,787.25,0.00557871353188273,1
"2015-02-06 13:08:00",21.445,19.89,50,708,0.00313706376502723,0
"2015-02-10 00:08:00",20.39,32.95,0,503,0.00488398514013971,0
"2015-02-08 14:09:00",20.675,26.4175,151,426.6,0.00397941414233845,0
"2015-02-06 12:33:00",21.745,20.4725,486.5,815.5,0.0032895567628539,1
"2015-02-05 15:04:59",22.5,28.0333333333333,517,1099.33333333333,0.00472738029153847,1
"2015-02-05 10:24:00",22.05,26.575,469,1039,0.00435779859957091,0
"2015-02-07 20:25:00",20,25.34,0,440,0.00365931889099011,0
"2015-02-04 18:13:00",22.89,27.445,0,691,0.00473907551474663,0
"2015-02-05 06:24:59",20.89,23.1,0,450,0.00352348226718284,0
"2015-02-09 22:34:59",20.445,33.145,0,581,0.00492996277538293,0
"2015-02-08 21:40:00",19.5,27.6,0,446.5,0.00386516957975751,0
"2015-02-07 16:41:59",20.79,20.075,10.5,440,0.00304093883780894,0
"2015-02-05 04:59:00",20.9633333333333,23.79,0,442.333333333333,0.00364584551634966,0
"2015-02-08 10:32:00",19.29,30.5,24,428,0.00421821101947199,0
"2015-02-07 00:59:00",20,18.65,0,435,0.00268904739802089,0
"2015-02-07 10:34:00",21.79,18.2,314,454.75,0.00293077750158866,0
"2015-02-04 21:53:59",21.39,25.7,0,486,0.00404565562779471,0
"2015-02-05 03:16:59",20.89,24.89,0,446,0.00379818125119672,0
"2015-02-07 18:52:00",20.15,23.29,0,438,0.00339321479163625,0
"2015-02-08 12:39:00",19.6333333333333,30.1,226,423,0.00425298613468152,0
"2015-02-07 12:11:59",22.89,17.6333333333333,337,453.666666666667,0.00303657119113802,0
"2015-02-08 07:31:00",19,31.3566666666667,0,435.333333333333,0.00425925315880258,0
"2015-02-05 06:40:59",20.79,22.89,0,452,0.0034697306094892,0
"2015-02-06 14:53:00",22.175,20.8975,528,857.5,0.00344798539445085,1
"2015-02-08 19:40:59",19.29,27.7,0,435,0.00382858181403718,0
"2015-02-07 17:42:00",20.5,21.495,0,438.5,0.00319916510271387,0
"2015-02-10 00:13:00",20.29,33,0,499.333333333333,0.00486109204215602,0
"2015-02-06 00:11:59",20.1666666666667,21.23,0,446.333333333333,0.00309479863434179,0
"2015-02-06 07:32:00",20.2,18.5,0,427.5,0.00270069599925773,0
"2015-02-08 17:31:59",19.39,27.2,14,419,0.00378267630066579,0
"2015-02-05 17:57:59",22,23.9266666666667,433,858,0.00390877204643491,1
"2015-02-07 17:36:00",20.5,21.39,0,437.25,0.00318345765593941,0
"2015-02-05 16:43:00",22.39,26.34,438,1067.25,0.00440998914145686,1
"2015-02-09 03:34:00",19.39,26.7,0,475,0.00371272675749,0
"2015-02-10 04:32:00",20.1,33,0,445,0.00480386171918592,0
"2015-02-08 05:03:00",19.29,31.6,0,436,0.00437141240440136,0
"2015-02-07 18:23:59",20.29,22.65,0,435,0.00332831860297592,0
"2015-02-09 21:52:00",20.5,33.5,0,657.5,0.00500026877206866,0
"2015-02-10 03:48:00",20.2,32.9,0,450.5,0.00481914656360182,0
"2015-02-06 07:38:00",20.2,18.6,0,435,0.00271535808553788,0
"2015-02-05 09:20:00",22,25.4725,504.25,933.75,0.00416299679533861,1
"2015-02-07 03:17:59",19.79,19.1,0,436.5,0.00271843784418595,0
"2015-02-05 00:26:00",21.29,25.245,0,450.5,0.00394913195137757,0
"2015-02-05 22:13:00",20.6,20.745,0,453.5,0.00310618168450477,0
"2015-02-07 10:46:00",22,18.025,334.75,464.5,0.00294009095490964,0
"2015-02-07 12:17:59",22.9725,17.525,319.75,451.5,0.00303301492373049,0
"2015-02-06 05:41:00",20.29,18.7675,0,432.75,0.00275527496216121,0
"2015-02-08 02:32:59",19.39,30.89,0,434.5,0.00429938793849348,0
"2015-02-07 00:23:00",20,18.65,0,442,0.00268904739802089,0
"2015-02-09 02:32:59",19.39,26.7,0,468,0.00371272675749,0
"2015-02-09 10:41:59",21,32.4,446.75,1261,0.00498721298961528,1
"2015-02-09 14:57:00",21.89,36.3266666666667,464,1580,0.005913673940416,1
"2015-02-07 10:40:00",21.89,18.1,324,457.25,0.00293253765841459,0
"2015-02-06 11:17:00",21.79,20.5,472.333333333333,827.666666666667,0.00330311734014026,1
"2015-02-09 16:56:00",22.1,38.79,433,2007,0.00640105942430457,1
"2015-02-05 15:30:59",22.5,27.6,460,1085,0.00465375870689364,1
"2015-02-05 14:18:00",22.2,26.6,442.5,818.5,0.00440226477037821,1
"2015-02-05 15:24:59",22.55,27.82,450.25,1097,0.00470551310764671,1
"2015-02-08 05:09:00",19.245,31.55,0,429.5,0.00435214375543047,0
"2015-02-05 11:21:00",22.15,26.6,444,1075.75,0.00438878240585666,1
"2015-02-06 00:24:59",20.1,21.2,0,444.333333333333,0.0030776179310379,0
"2015-02-05 05:31:00",20.89,23.5,0,444.25,0.00358484658877007,0
"2015-02-05 15:22:00",22.6,28.1333333333333,469,1107.33333333333,0.00477349942668403,1
"2015-02-04 19:51:00",21.89,27.1,0,551.5,0.00440102296708593,0
"2015-02-10 07:34:59",20.29,33,0,452.5,0.00486109204215602,0
"2015-02-08 14:39:59",20.39,26.2,68,425.75,0.00387723555626482,0
"2015-02-06 15:04:59",22.175,21.39,513.5,899.25,0.00352970662038708,1
"2015-02-05 00:48:00",21.05,25.445,0,449,0.00392203465655424,0
"2015-02-06 14:51:59",22.1666666666667,20.8566666666667,528,853.333333333333,0.0034394546921402,1
"2015-02-05 20:37:00",21.2,19.445,0,475,0.00302058768554898,0
"2015-02-07 14:53:00",22.1,17.79,87,445.333333333333,0.00291941028159241,0
"2015-02-07 00:22:00",20,18.7,0,443.5,0.00269628789148877,0
"2015-02-07 00:52:00",20,18.7,0,437,0.00269628789148877,0
"2015-02-09 06:23:59",19.39,26.39,0,456.333333333333,0.00366936589349026,0
"2015-02-07 11:19:59",22.5,17.7,344,456.5,0.00297648758928842,0
"2015-02-07 08:26:59",19.675,19.5,6,456.25,0.00275579230160686,0
"2015-02-10 08:43:00",20.39,33.5,419,484.5,0.0049661593089812,1
"2015-02-08 05:19:59",19.29,31.7,0,436.5,0.00438534352013969,0
"2015-02-05 20:54:00",21,19.76,0,474,0.00303209974808914,0
"2015-02-07 09:11:59",19.9266666666667,19.4266666666667,110,455.333333333333,0.00278877748326468,0
"2015-02-09 11:45:59",21.39,33.2966666666667,469,1441,0.00525160828332974,1
"2015-02-08 20:41:00",19.39,27.39,0,443.5,0.00380926122794171,0
"2015-02-07 01:12:00",19.945,18.7,0,438,0.00268707588122265,0
"2015-02-04 19:40:00",22,27.1,0,560,0.00443087555124918,0
"2015-02-07 22:56:00",19.65,28.65,0,438.5,0.00405099407652843,0
"2015-02-06 13:40:00",21.5,19.29,516.25,654,0.00305228302321123,1
"2015-02-07 19:17:00",20.1,24.0666666666667,0,441.666666666667,0.00349611292727846,0
"2015-02-09 13:11:00",21.5,33.2225,31,1246,0.00527553963866866,1
"2015-02-07 19:33:00",20.1,24.245,0,439.5,0.00352216572429394,0
"2015-02-09 23:35:00",20.39,33,0,520,0.00489145462900984,0
"2015-02-06 23:12:00",20,18.7,0,438,0.00269628789148877,0
"2015-02-10 06:19:00",20.1,33.145,0,449,0.00482513333972025,0
"2015-02-07 18:48:00",20.2,23.2,0,435,0.00339055886250441,0
"2015-02-06 13:04:00",21.5,19.9725,62.5,720.25,0.00316082471837625,0
"2015-02-05 11:16:00",22.2,26.6,439,1070.33333333333,0.00440226477037821,1
"2015-02-08 03:20:00",19.3566666666667,31.2,0,439,0.00433377212088523,0
"2015-02-08 12:08:59",19.365,30.675,81.5,435.75,0.00426257440166169,0
"2015-02-07 12:10:00",22.89,17.65,341,457,0.00303945532124359,0
"2015-02-09 18:53:59",21.2,36.2,0,1356,0.00564693987151898,0
"2015-02-06 02:44:59",20.5,19.2,0,434,0.0028560250045001,0
"2015-02-07 06:14:00",19.7225,19.39,0,450.5,0.00274830736994408,0
"2015-02-07 07:59:00",19.7,19.5,0,454,0.00276009257704848,0
"2015-02-08 00:43:59",19.6,29.89,0,443,0.00421431674237602,0
"2015-02-05 00:20:00",21.29,25.2,0,456,0.00394204788657305,0
"2015-02-07 07:40:59",19.7,19.39,0,447,0.00274445412554034,0
"2015-02-07 03:07:00",19.84,19,0,442.5,0.00271258024826712,0
"2015-02-08 19:34:00",19.29,27.6,0,435.5,0.00381467545232177,0
"2015-02-06 23:45:59",20,18.745,0,431,0.00270280447911685,0
"2015-02-05 06:00:00",20.865,23.2925,0,450,0.00354752030852732,0
"2015-02-07 04:21:59",19.79,19.29,0,441,0.00274559926362376,0
"2015-02-07 00:10:59",20,18.79,0,438,0.00270932120270335,0
"2015-02-05 12:36:59",22.7,26.815,597.25,1102.75,0.00457606903015623,0
"2015-02-06 02:03:00",20.6,19.6,0,435,0.00293393033923272,0
"2015-02-05 17:04:00",22.29,25.8566666666667,433,1038.66666666667,0.00430206808804728,1
"2015-02-05 07:31:00",20.7,22.5,0,459,0.00339133538795165,0
"2015-02-09 07:56:00",19.5,26.5,0,472,0.00371020408443922,0
"2015-02-08 01:33:00",19.5,30.1,0,440,0.0042176495137607,0
"2015-02-08 16:36:00",19.5,26.8233333333333,31,417,0.00375574658440957,0
"2015-02-04 20:16:00",21.7,27,0,528.5,0.00433371405578809,0
"2015-02-04 23:48:00",21.2,25.29,0,467,0.00393429347565304,0
"2015-02-09 01:14:59",19.39,27.1,0,468.5,0.00376868514089311,0
"2015-02-07 22:17:00",19.79,27.79,0,439,0.00396313641233127,0
"2015-02-09 09:45:00",20.5,30.9725,442.5,950.75,0.00462020741257856,1
"2015-02-04 18:19:00",22.79,27.5,0,688,0.00471973499914952,0
"2015-02-05 21:48:00",20.7,20.39,0,461.333333333333,0.00307173289826042,0
"2015-02-06 07:14:59",20.2,18.6,0,432,0.00271535808553788,0
"2015-02-09 16:04:00",22,38.3975,438,1909.75,0.00629672682759661,1
"2015-02-08 08:50:00",19.2,31.1333333333333,14,438.333333333333,0.00428216177586966,0
"2015-02-07 18:20:00",20.29,22.5,0,439.333333333333,0.00330615959738039,0
"2015-02-07 10:53:59",22.1,17.945,348,459.25,0.00294496683437676,0
"2015-02-05 13:25:59",22.39,26.1,71.5,921,0.00436952473019479,0
"2015-02-05 09:36:00",22.1,26.1,486.5,1021,0.00429252572916348,1
"2015-02-08 16:43:00",19.5,26.89,24,425.5,0.00376513761499172,0
"2015-02-09 08:02:00",19.5,26.5,0,471,0.00371020408443922,0
"2015-02-07 17:53:00",20.39,21.76,0,439.333333333333,0.00321677922805883,0
"2015-02-09 15:39:00",22,37.6633333333333,439,1815.5,0.00617513708910003,1
"2015-02-05 06:53:59",20.7,22.79,0,455.5,0.00343528734498098,0
"2015-02-07 19:27:59",20.1,24.15,0,437,0.0035082868613744,0
"2015-02-10 03:36:59",20.29,33,0,449,0.00486109204215602,0
"2015-02-09 00:24:59",19.5,26.89,0,455.333333333333,0.00376513761499172,0
"2015-02-06 22:25:59",20,18.79,0,436,0.00270932120270335,0
"2015-02-08 04:11:00",19.34,31.29,0,433,0.00434182174820438,0
"2015-02-09 03:03:00",19.39,26.7,0,468,0.00371272675749,0
"2015-02-06 09:58:00",21.3233333333333,20.86,460,797.333333333333,0.00326628661412406,1
"2015-02-07 02:26:59",19.89,18.89,0,439,0.00270521844389013,0
"2015-02-09 09:36:00",20.39,30.695,433,889,0.00454729613325429,1
"2015-02-09 19:50:00",20.7,35.29,0,1048,0.00533565813525907,0
"2015-02-05 07:13:00",20.7,22.7,0,452,0.00342164642134786,0
"2015-02-05 22:52:00",20.5,21.2,0,456,0.00315503666319505,0
"2015-02-04 23:54:00",21.2,25.29,0,457,0.00393429347565304,0
"2015-02-06 21:24:59",20.2,19.0333333333333,0,450.333333333333,0.00277890174673286,0
"2015-02-07 02:42:00",19.89,18.89,0,443,0.00270521844389013,0
"2015-02-05 19:32:00",21.2,19.895,0,531,0.00309083807927498,0
"2015-02-04 23:34:00",21.2,25.29,0,468,0.00393429347565304,0
"2015-02-06 14:12:00",21.8233333333333,19.23,537.666666666667,673,0.00310381135399823,1
"2015-02-07 17:25:59",20.5,21.1,0,434,0.00314007928385138,0
"2015-02-07 00:20:00",20,18.7,0,451,0.00269628789148877,0
"2015-02-05 05:55:59",20.89,23.39,0,450.5,0.00356797020015121,0
"2015-02-09 10:14:59",20.79,31.895,429,1142.5,0.00484536719552159,1
"2015-02-08 19:08:00",19.2,27.7,0,439,0.00380704159259074,0
"2015-02-06 05:51:59",20.29,18.79,0,438.5,0.00275859285910685,0
"2015-02-05 14:15:00",22.2,26.05,444,782,0.0043106096787041,1
"2015-02-09 09:34:00",20.3733333333333,30.7116666666667,433,863.4,0.00454506808230366,1
"2015-02-06 01:53:00",20.5,19.89,0,439.5,0.00295915170308649,0
"2015-02-07 04:01:59",19.79,19.29,0,443,0.00274559926362376,0
"2015-02-09 12:56:59",21.5,33.56,480.666666666667,1312.33333333333,0.00532959188497775,1
"2015-02-07 07:27:00",19.7,19.39,0,451,0.00274445412554034,0
"2015-02-07 02:36:00",19.89,18.89,0,437,0.00270521844389013,0
"2015-02-08 03:55:00",19.39,31.2,0,434,0.00434283617452838,0
"2015-02-05 02:13:59",21,25,0,435,0.0038411240057139,0
"2015-02-09 10:57:00",21.05,32.775,454,1334,0.00506105739001047,1
"2015-02-05 23:53:00",20.29,21.29,0,443,0.00312746769855435,0
"2015-02-04 19:28:59",22.1,27.2,0,567,0.00447473826972372,0
"2015-02-06 14:05:00",21.79,19,551.666666666667,630.666666666667,0.00306023670648439,1
"2015-02-07 20:30:00",20,25.5,0,440,0.00368256109429158,0
"2015-02-09 18:46:00",21.29,36.4,0,1399.5,0.00571015326926369,0
"2015-02-08 04:38:59",19.39,31.29,0,434,0.00435545130768469,0
"2015-02-05 02:22:00",21,25,0,445,0.0038411240057139,0
"2015-02-05 05:19:59",20.945,23.5,0,449,0.00359706456304402,0
"2015-02-05 11:12:00",22.175,26.6,454,1079.5,0.00439551902924901,1
"2015-02-07 07:14:59",19.7,19.39,0,443.333333333333,0.00274445412554034,0
"2015-02-08 05:53:00",19.29,31.5,0,431.666666666667,0.00435748190831888,0
"2015-02-09 07:09:59",19.3233333333333,26.0333333333333,0,469,0.00360440765943935,0
"2015-02-08 07:34:00",19.1,31.29,0,431,0.00427692298141774,0
"2015-02-05 23:31:59",20.3566666666667,21.29,0,441.666666666667,0.00314044248260255,0
"2015-02-04 22:09:59",21.39,25.7,0,473,0.00404565562779471,0
"2015-02-07 19:05:00",20.15,23.6,0,441,0.00343862964054265,0
"2015-02-10 02:22:00",20.245,32.845,0,461,0.00482453822464545,0
